State,Issuer_Name,Issuer_ID,Metal_Level,Issuer_Claims_Received,Issuer_Claims_Denials,Issuer_Internal_Appeals_Filed,Issuer_Number_Internal_Appeals_Overturned,Issuer_Percent_Internal_Appeals_Overturned,Issuer_External_Appeals_Filed,Issuer_Number_External_Appeals_Overturned,Issuer_Percent_External_Appeals_Overturned,Plan_Number_Claims_Received,Plan_Number_Claims_Denied,Plan_Number_Claims_Denied_Referral_Required,Plan_Number_Claims_Denied_Out_of_Network,Plan_Number_Claims_Denied_Services_Excluded,Plan_Number_Claims_Denied_Not_Medically_Necessary_Excl_Behavioral_Health,Plan_Number_Claims_Denied_Not_Medically_Necessary_Behavioral_Health_Only,Plan_Number_Claims_Denied_Other,Rate_Review,Financial_Information,Average Monthly Enrollment,Average Monthly Disenrollment
OK,Oscar Insurance Company,91908,Bronze Expanded,9570,485,**,**,**,0,0,**,6472,281,15,**,0,0,19,281,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15777&:refresh,528,114
OK,Oscar Insurance Company,91908,Catastrophic,9570,485,**,**,**,0,0,**,18,0,0,0,0,0,0,0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15777&:refresh,*,*
OK,Oscar Insurance Company,91908,Bronze Expanded,9570,485,**,**,**,0,0,**,475,71,**,0,0,0,**,71,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15777&:refresh,40,*
OK,Oscar Insurance Company,91908,Silver,9570,485,**,**,**,0,0,**,2127,88,**,0,0,0,**,88,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15777&:refresh,80,*
OK,Blue Cross Blue Shield of Oklahoma,87571,Silver,8408622,1365329,880,230,26.14,44,13,29.55,47864,6422,360,57,1269,20,0,4774,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15907&:refresh,690,58
OK,Blue Cross Blue Shield of Oklahoma,87571,Catastrophic,8408622,1365329,880,230,26.14,44,13,29.55,41,**,0,0,0,0,0,**,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15907&:refresh,*,0
OK,Blue Cross Blue Shield of Oklahoma,87571,Silver,8408622,1365329,880,230,26.14,44,13,29.55,1935,377,36,0,85,**,0,253,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15907&:refresh,37,*
OK,Blue Cross Blue Shield of Oklahoma,87571,Silver,8408622,1365329,880,230,26.14,44,13,29.55,55125,8086,413,41,1565,70,**,6019,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15907&:refresh,*,79
OK,Blue Cross Blue Shield of Oklahoma,87571,Silver,8408622,1365329,880,230,26.14,44,13,29.55,31311,5092,282,79,1141,36,0,3624,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15907&:refresh,354,46
OK,Blue Cross Blue Shield of Oklahoma,87571,Silver,8408622,1365329,880,230,26.14,44,13,29.55,784563,117182,6982,639,23653,1220,27,85300,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15907&:refresh,11560,1130
OK,Blue Cross Blue Shield of Oklahoma,87571,Catastrophic,8408622,1365329,880,230,26.14,44,13,29.55,21,0,0,0,0,0,0,0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15907&:refresh,*,0
OK,Blue Cross Blue Shield of Oklahoma,87571,Catastrophic,8408622,1365329,880,230,26.14,44,13,29.55,341,49,**,0,15,0,0,33,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15907&:refresh,*,*
OK,Blue Cross Blue Shield of Oklahoma,87571,Catastrophic,8408622,1365329,880,230,26.14,44,13,29.55,546,126,0,0,76,**,0,46,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15907&:refresh,22,*
OK,Blue Cross Blue Shield of Oklahoma,87571,Catastrophic,8408622,1365329,880,230,26.14,44,13,29.55,1073,189,**,0,25,**,**,152,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15907&:refresh,18,*
OK,Blue Cross Blue Shield of Oklahoma,87571,Gold,8408622,1365329,880,230,26.14,44,13,29.55,12550,1782,85,**,558,23,0,1116,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15907&:refresh,*,24
OK,Blue Cross Blue Shield of Oklahoma,87571,Gold,8408622,1365329,880,230,26.14,44,13,29.55,4011,698,24,**,109,**,0,560,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15907&:refresh,*,*
OK,Blue Cross Blue Shield of Oklahoma,87571,Gold,8408622,1365329,880,230,26.14,44,13,29.55,56526,8315,369,67,1580,52,0,6326,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15907&:refresh,584,160
OK,Blue Cross Blue Shield of Oklahoma,87571,Gold,8408622,1365329,880,230,26.14,44,13,29.55,41192,7230,269,98,1108,72,17,5743,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15907&:refresh,400,103
OK,Blue Cross Blue Shield of Oklahoma,87571,Gold,8408622,1365329,880,230,26.14,44,13,29.55,300322,46967,3187,473,11574,402,40,31763,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15907&:refresh,4785,554
OK,Blue Cross Blue Shield of Oklahoma,87571,Bronze,8408622,1365329,880,230,26.14,44,13,29.55,38239,6229,441,100,2365,113,**,3296,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15907&:refresh,631,42
OK,Blue Cross Blue Shield of Oklahoma,87571,Bronze,8408622,1365329,880,230,26.14,44,13,29.55,7562,2046,107,78,707,**,**,1216,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15907&:refresh,104,15
OK,Blue Cross Blue Shield of Oklahoma,87571,Bronze,8408622,1365329,880,230,26.14,44,13,29.55,104113,18394,797,191,5802,198,**,11587,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15907&:refresh,1064,131
OK,Blue Cross Blue Shield of Oklahoma,87571,Bronze,8408622,1365329,880,230,26.14,44,13,29.55,134453,24229,1009,285,7158,273,33,15769,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15907&:refresh,1677,219
OK,Blue Cross Blue Shield of Oklahoma,87571,Bronze,8408622,1365329,880,230,26.14,44,13,29.55,579771,102897,5035,496,36751,1203,124,59763,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15907&:refresh,7585,772
OK,Blue Cross Blue Shield of Oklahoma,87571,Bronze Expanded,8408622,1365329,880,230,26.14,44,13,29.55,32539,5524,255,50,1583,81,0,3607,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15907&:refresh,552,52
OK,Blue Cross Blue Shield of Oklahoma,87571,Silver,8408622,1365329,880,230,26.14,44,13,29.55,151581,19733,1422,38,4340,207,29,13742,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15907&:refresh,2271,199
OK,Blue Cross Blue Shield of Oklahoma,87571,Bronze,8408622,1365329,880,230,26.14,44,13,29.55,34221,5744,319,115,1940,62,**,3427,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15907&:refresh,587,40
OK,Blue Cross Blue Shield of Oklahoma,87571,Bronze Expanded,8408622,1365329,880,230,26.14,44,13,29.55,10283,2133,119,**,495,**,**,1512,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15907&:refresh,312,31
OK,Blue Cross Blue Shield of Oklahoma,87571,Bronze Expanded,8408622,1365329,880,230,26.14,44,13,29.55,304859,54283,2661,1377,12874,560,52,37865,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15907&:refresh,6323,767
OK,Blue Cross Blue Shield of Oklahoma,87571,Bronze Expanded,8408622,1365329,880,230,26.14,44,13,29.55,346188,60011,2909,993,14741,725,127,41432,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15907&:refresh,6278,803
OK,Blue Cross Blue Shield of Oklahoma,87571,Bronze Expanded,8408622,1365329,880,230,26.14,44,13,29.55,173643,28961,1453,248,8406,302,**,18793,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15907&:refresh,3662,444
OK,Blue Cross Blue Shield of Oklahoma,87571,Silver,8408622,1365329,880,230,26.14,44,13,29.55,140373,27285,1014,72,4233,238,13,21744,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15907&:refresh,2325,219
OK,Blue Cross Blue Shield of Oklahoma,87571,Silver,8408622,1365329,880,230,26.14,44,13,29.55,724021,112106,5488,1615,23897,1382,41,81177,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15907&:refresh,9950,1181
OK,Blue Cross Blue Shield of Oklahoma,87571,Silver,8408622,1365329,880,230,26.14,44,13,29.55,614543,99263,4940,1451,21644,1079,84,71333,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15907&:refresh,8013,1024
OK,Blue Cross Blue Shield of Oklahoma,87571,Silver,8408622,1365329,880,230,26.14,44,13,29.55,1014574,148589,7528,1343,30032,1178,71,109528,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15907&:refresh,15516,1678
OK,Blue Cross Blue Shield of Oklahoma,87571,Bronze,8408622,1365329,880,230,26.14,44,13,29.55,10543,2259,133,**,435,12,0,1680,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15907&:refresh,265,34
OK,Blue Cross Blue Shield of Oklahoma,87571,Bronze,8408622,1365329,880,230,26.14,44,13,29.55,366828,64433,2408,1140,17568,486,141,43779,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15907&:refresh,7778,952
OK,Blue Cross Blue Shield of Oklahoma,87571,Bronze,8408622,1365329,880,230,26.14,44,13,29.55,509615,87692,3692,1925,24175,814,53,58905,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15907&:refresh,9067,1035
OK,Blue Cross Blue Shield of Oklahoma,87571,Bronze,8408622,1365329,880,230,26.14,44,13,29.55,212292,35804,1646,583,11290,415,11,22358,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15907&:refresh,4187,516
OK,Blue Cross Blue Shield of Oklahoma,87571,Gold,8408622,1365329,880,230,26.14,44,13,29.55,59295,7861,419,157,1994,130,**,5294,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15907&:refresh,999,91
OK,Blue Cross Blue Shield of Oklahoma,87571,Gold,8408622,1365329,880,230,26.14,44,13,29.55,30533,6287,393,29,1149,80,0,4666,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15907&:refresh,497,63
OK,Blue Cross Blue Shield of Oklahoma,87571,Gold,8408622,1365329,880,230,26.14,44,13,29.55,302851,49085,2691,696,11700,523,25,34081,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15907&:refresh,4821,555
OK,Blue Cross Blue Shield of Oklahoma,87571,Gold,8408622,1365329,880,230,26.14,44,13,29.55,179993,30148,1520,499,7104,332,29,21145,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15907&:refresh,2671,357
OK,Blue Cross Blue Shield of Oklahoma,87571,Gold,8408622,1365329,880,230,26.14,44,13,29.55,359713,54650,3138,377,12138,445,**,38881,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15907&:refresh,6411,691
OK,Blue Cross Blue Shield of Oklahoma,87571,Silver,8408622,1365329,880,230,26.14,44,13,29.55,537588,86483,4198,1504,18546,598,71,62914,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15907&:refresh,7859,974
OK,CommunityCare HMO Inc.,98905,Gold,69035,3814,66,44,66.67,0,0,**,15469,830,238,13,272,**,0,306,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=11691&:refresh,1178,218
OK,CommunityCare HMO Inc.,98905,Silver,69035,3814,66,44,66.67,0,0,**,42376,2377,851,61,498,**,0,961,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=11691&:refresh,2813,474
OK,Medica Insurance Company,21333,Bronze Expanded,499199,92370,158,71,44.94,0,0,**,11193,2023,199,199,229,0,0,1396,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=12459&:refresh,350,55
OK,Medica Insurance Company,21333,Catastrophic,499199,92370,158,71,44.94,0,0,**,3304,930,99,112,226,0,0,493,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=12459&:refresh,176,72
OK,Medica Insurance Company,21333,Silver,499199,92370,158,71,44.94,0,0,**,16174,2536,146,247,300,0,0,1843,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=12459&:refresh,399,89
OK,Medica Insurance Company,21333,Bronze Expanded,499199,92370,158,71,44.94,0,0,**,57568,11097,1014,1199,1666,0,0,7218,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=12459&:refresh,2432,415
OK,Medica Insurance Company,21333,Bronze Expanded,499199,92370,158,71,44.94,0,0,**,2440,626,66,68,27,0,0,465,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=12459&:refresh,74,17
OK,Medica Insurance Company,21333,Catastrophic,499199,92370,158,71,44.94,0,0,**,26,**,0,0,**,0,0,**,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=12459&:refresh,*,*
OK,Medica Insurance Company,21333,Bronze Expanded,499199,92370,158,71,44.94,0,0,**,2263,363,79,61,19,0,0,204,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=12459&:refresh,44,*
OK,Medica Insurance Company,21333,Bronze Expanded,499199,92370,158,71,44.94,0,0,**,551,201,115,**,36,0,0,47,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=12459&:refresh,28,*
OK,Medica Insurance Company,21333,Catastrophic,499199,92370,158,71,44.94,0,0,**,1206,340,15,15,92,0,0,218,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=12459&:refresh,78,29
OK,Medica Insurance Company,21333,Silver,499199,92370,158,71,44.94,0,0,**,1974,406,**,39,138,0,0,219,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=12459&:refresh,39,*
OK,Medica Insurance Company,21333,Bronze Expanded,499199,92370,158,71,44.94,0,0,**,12605,2726,361,179,401,0,0,1785,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=12459&:refresh,523,89
OR,Providence Health Plan,56707,Gold,818872,52609,421,228,54.16,24,**,**,85123,7144,1205,855,48,93,**,4942,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95005&:refresh,2164,263
OR,Providence Health Plan,56707,Silver,818872,52609,421,228,54.16,24,**,**,146221,11556,2172,1272,81,241,24,7766,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95005&:refresh,7345,810
OR,Providence Health Plan,56707,Gold,818872,52609,421,228,54.16,24,**,**,5815,454,13,45,0,**,0,390,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95005&:refresh,143,12
OR,Providence Health Plan,56707,Silver,818872,52609,421,228,54.16,24,**,**,16367,1793,37,283,**,18,0,1451,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95005&:refresh,1003,92
OR,Providence Health Plan,56707,Gold,818872,52609,421,228,54.16,24,**,**,46678,3053,284,844,35,49,**,1839,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95005&:refresh,2548,382
OR,Providence Health Plan,56707,Silver,818872,52609,421,228,54.16,24,**,**,112094,7014,574,1579,29,80,**,4750,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95005&:refresh,9141,1160
OR,Providence Health Plan,56707,Bronze Expanded,818872,52609,421,228,54.16,24,**,**,99773,6733,575,2021,63,121,**,3951,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95005&:refresh,9455,1356
OR,Providence Health Plan,56707,Bronze Expanded,818872,52609,421,228,54.16,24,**,**,56744,4724,927,506,47,77,0,3167,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95005&:refresh,3895,547
OR,Providence Health Plan,56707,Bronze Expanded,818872,52609,421,228,54.16,24,**,**,7152,811,12,74,**,**,0,720,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95005&:refresh,520,56
OR,Providence Health Plan,56707,Bronze Expanded,818872,52609,421,228,54.16,24,**,**,42541,3244,664,435,19,51,0,2075,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95005&:refresh,2441,304
OR,Providence Health Plan,56707,Bronze Expanded,818872,52609,421,228,54.16,24,**,**,4083,488,14,38,**,**,0,429,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95005&:refresh,288,36
OR,Kaiser Foundation Healthplan of the NW,71287,Gold,87219,6088,44,18,40.91,0,0,**,13542,931,137,0,412,0,**,379,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95540&:refresh,3748,659
OR,Kaiser Foundation Healthplan of the NW,71287,Gold,87219,6088,44,18,40.91,0,0,**,1206,66,**,0,27,0,0,33,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95540&:refresh,302,63
OR,Kaiser Foundation Healthplan of the NW,71287,Silver,87219,6088,44,18,40.91,0,0,**,4885,298,31,0,122,0,0,145,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95540&:refresh,1574,295
OR,Kaiser Foundation Healthplan of the NW,71287,Bronze Expanded,87219,6088,44,18,40.91,0,0,**,9884,542,50,0,248,0,0,244,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95540&:refresh,5244,927
OR,Kaiser Foundation Healthplan of the NW,71287,Gold,87219,6088,44,18,40.91,0,0,**,5810,399,47,0,166,0,0,186,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95540&:refresh,1789,314
OR,Kaiser Foundation Healthplan of the NW,71287,Silver,87219,6088,44,18,40.91,0,0,**,10959,857,163,0,416,0,**,277,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95540&:refresh,4325,473
OR,Kaiser Foundation Healthplan of the NW,71287,Silver,87219,6088,44,18,40.91,0,0,**,25016,1691,286,0,737,0,**,667,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95540&:refresh,5577,832
OR,Kaiser Foundation Healthplan of the NW,71287,Bronze Expanded,87219,6088,44,18,40.91,0,0,**,4330,297,33,0,138,0,0,126,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95540&:refresh,2369,373
OR,Kaiser Foundation Healthplan of the NW,71287,Bronze Expanded,87219,6088,44,18,40.91,0,0,**,9138,830,73,0,386,0,0,371,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95540&:refresh,4890,773
OR,Kaiser Foundation Healthplan of the NW,71287,Bronze Expanded,87219,6088,44,18,40.91,0,0,**,2445,174,17,0,88,0,0,69,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95540&:refresh,1743,382
OR,"Moda Health Plan, Inc.",39424,Gold,701483,28547,161,54,33.54,11,**,**,75276,3486,124,0,189,**,0,3171,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=47098&:refresh,1809,200
OR,"Moda Health Plan, Inc.",39424,Silver,701483,28547,161,54,33.54,11,**,**,18955,839,12,0,44,0,0,783,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=47098&:refresh,1144,125
OR,"Moda Health Plan, Inc.",39424,Gold,701483,28547,161,54,33.54,11,**,**,8418,241,**,0,**,0,0,230,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=47098&:refresh,215,29
OR,"Moda Health Plan, Inc.",39424,Silver,701483,28547,161,54,33.54,11,**,**,56135,2290,88,0,55,**,0,2146,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=47098&:refresh,1578,163
OR,"Moda Health Plan, Inc.",39424,Bronze Expanded,701483,28547,161,54,33.54,11,**,**,68666,2453,91,0,70,**,0,2291,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=47098&:refresh,4055,599
OR,"Moda Health Plan, Inc.",39424,Gold,701483,28547,161,54,33.54,11,**,**,11187,520,30,0,15,**,0,474,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=47098&:refresh,311,40
OR,"Moda Health Plan, Inc.",39424,Silver,701483,28547,161,54,33.54,11,**,**,40948,1629,27,0,72,**,0,1529,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=47098&:refresh,1357,203
OR,"Moda Health Plan, Inc.",39424,Bronze Expanded,701483,28547,161,54,33.54,11,**,**,28715,980,19,0,48,**,0,912,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=47098&:refresh,1573,240
OR,"Moda Health Plan, Inc.",39424,Gold,701483,28547,161,54,33.54,11,**,**,21944,688,12,0,13,0,0,663,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=47098&:refresh,700,98
OR,"Moda Health Plan, Inc.",39424,Silver,701483,28547,161,54,33.54,11,**,**,177905,7212,201,0,237,**,**,6770,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=47098&:refresh,6523,808
OR,"Moda Health Plan, Inc.",39424,Bronze Expanded,701483,28547,161,54,33.54,11,**,**,28086,1019,63,0,22,**,0,933,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=47098&:refresh,1404,201
OR,"Moda Health Plan, Inc.",39424,Bronze Expanded,701483,28547,161,54,33.54,11,**,**,17833,719,12,0,21,**,0,685,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=47098&:refresh,1074,147
OR,"Moda Health Plan, Inc.",39424,Gold,701483,28547,161,54,33.54,11,**,**,26949,1362,38,0,58,0,**,1264,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=47098&:refresh,723,116
OR,"Moda Health Plan, Inc.",39424,Gold,701483,28547,161,54,33.54,11,**,**,16095,712,34,0,69,0,0,609,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=47098&:refresh,475,55
OR,"Moda Health Plan, Inc.",39424,Gold,701483,28547,161,54,33.54,11,**,**,11210,584,**,0,61,0,0,513,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=47098&:refresh,329,39
OR,"Moda Health Plan, Inc.",39424,Silver,701483,28547,161,54,33.54,11,**,**,67300,2482,103,0,45,0,0,2334,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=47098&:refresh,2350,300
OR,"Moda Health Plan, Inc.",39424,Bronze Expanded,701483,28547,161,54,33.54,11,**,**,2979,171,**,0,**,0,0,157,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=47098&:refresh,183,22
